rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
682,hf-short-video,@ihangfeng/hf-short-video,398,0,1,enterprise,content-creation,航峰汇智,true,北京航峰汇智科技有限公司,,2026-06-02,2026-08-25,1.0.0,创建竖屏优先、兼容方形和横屏的 Remotion 信息短视频。适用于资讯解读、新闻快讯、媒体机构更新、体育赛况、财经简报、科技产品说明、教育科普、活动预告和品牌信息流短片；支持主题化视觉模板、背景音乐槽位、动画场景编排、弹簧入场、叠加层和渐进式内容呈现。不适用于纯数据可视化视频、3D 视频或纯字幕文本视频，此类需求应使用更具体的 Remotion skill。,创建竖屏优先、兼容方形和横屏的 Remotion 信息短视频。适用于资讯解读、新闻快讯、媒体机构更新、体育赛况、财经简报、科技产品说明、教育科普、活动预告和品牌信息流短片；支持主题化视觉模板、背景音乐槽位、动画场景编排、弹簧入场、叠加层和渐进式内容呈现。不适用于纯数据可视化视频、3D 视频或纯字幕文本视频，此类需求应使用更具体的 Remotion skill。
683,literature-core-data-extraction,@baitongai/literature-core-data-extraction,397,0,0,enterprise,knowledge-management,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-07,2026-08-26,1.0.0,"本技能在医学事务领域提供面向医学联络官(MSL)的学术幻灯前处理工具，将临床文献中的核心数据在2-5分钟内转化为结构化表格。 文献核心数据提取(幻灯版)旨在简化和自动化从英文临床文献中定向抽取关键研究数据（P值、样本量、入排标准、疗效数据、安全性数据等维度），为医学联络官(MSL)提供高质量的幻灯制作数据输入，打通""文献检索→数据提取→幻灯生成""全链路。 核心能力： - 文献接收与验证 — ","本技能在医学事务领域提供面向医学联络官(MSL)的学术幻灯前处理工具，将临床文献中的核心数据在2-5分钟内转化为结构化表格。 文献核心数据提取(幻灯版)旨在简化和自动化从英文临床文献中定向抽取关键研究数据（P值、样本量、入排标准、疗效数据、安全性数据等维度），为医学联络官(MSL)提供高质量的幻灯制作数据输入，打通""文献检索→数据提取→幻灯生成""全链路。 核心能力： - 文献接收与验证 — "
684,standardized-industrial-product-design-showapi,@showapi/standardized-industrial-product-design-showapi,397,0,0,enterprise,design-media,万维易源,true,昆明秀派科技有限公司,,2026-08-17,2026-08-26,1.0.1,根据用户的产品需求描述，自动意图解析、生成专业工业设计Prompt并输出8K高清商用图纸（主体图、蓝图、分解图等）；适用于工业设计、产品研发、结构展示、商业渲染场景,根据用户的产品需求描述，自动意图解析、生成专业工业设计Prompt并输出8K高清商用图纸（主体图、蓝图、分解图等）；适用于工业设计、产品研发、结构展示、商业渲染场景
685,analytics-tracking,@org-02qudk26/analytics-tracking,397,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-26,1.0.0,搭建与审计分析埋点（GA4/GTM/UTM）。,搭建与审计分析埋点（GA4/GTM/UTM）。
686,vector-zh,@org-02qudk26/vector-zh,397,0,0,enterprise,data-analysis,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-22,2026-08-25,1.0.0,通过 Playwright 和 Chrome DevTools 自动化浏览器进行数据收集、表单交互、屏幕截图捕获和网络监控,通过 Playwright 和 Chrome DevTools 自动化浏览器进行数据收集、表单交互、屏幕截图捕获和网络监控
687,nc-audit,@engicool/nc-audit,397,0,4,enterprise,business-ops,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-25,1.1.0,管理体系内审不符合项判定与验证工具；适用于内审员需要录入不符合项、基于ISO条款辅助判定性质、跟踪验证状态或生成审核结论报告的场景,管理体系内审不符合项判定与验证工具；适用于内审员需要录入不符合项、基于ISO条款辅助判定性质、跟踪验证状态或生成审核结论报告的场景
688,simon-test1,@org-m6xe1azv/simon-test1,396,0,0,enterprise,dev-programming,simon.com,false,,,2026-06-02,2026-08-26,1.0.1,验收测试技能,验收测试技能
689,1artisan,@org-02qudk26/1artisan,396,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-18,2026-08-26,1.0.0,Implementing production frontend code for React/Vue/Svelte. Handles hooks design,Implementing production frontend code for React/Vue/Svelte. Handles hooks design
690,pharmaceutical-competitor-in-depth-research-skill,@baitongai/pharmaceutical-competitor-in-depth-research-skill,395,0,0,enterprise,professional,百通AI服务平台,true,北京赛柏蓝科技有限公司,,2026-07-16,2026-08-26,1.0.1,"这是通用竞品调研在医药健康垂类的专业化重载版本，扮演一位""带医学学位的竞品分析师""——既保留通用版的""反营销""批判基因，又把医药行业特有的监管证据链、临床终点辨析、FAERS 安全信号、ICER 药物经济学、CMC 供应链等硬核模块塞了进来。适用于新药立项、竞品跟踪、投资尽调、医学市场策略四类场景。 核心价值：解决医药竞调中""被企业 PR 带节奏""和""只看销量不看临床""两大通病。通过""监管文件 >","这是通用竞品调研在医药健康垂类的专业化重载版本，扮演一位""带医学学位的竞品分析师""——既保留通用版的""反营销""批判基因，又把医药行业特有的监管证据链、临床终点辨析、FAERS 安全信号、ICER 药物经济学、CMC 供应链等硬核模块塞了进来。适用于新药立项、竞品跟踪、投资尽调、医学市场策略四类场景。 核心价值：解决医药竞调中""被企业 PR 带节奏""和""只看销量不看临床""两大通病。通过""监管文件 >"
691,supplier-iqc-analysis,@engicool/supplier-iqc-analysis,395,0,2,enterprise,data-analysis,工程客,true,上海锋库网络科技有限公司,,2026-07-02,2026-08-25,1.1.0,企业SQE供应商来料质量分析工具；当用户需要分析IQC来料检验数据、供应商质量对标、生成质量报告时使用,企业SQE供应商来料质量分析工具；当用户需要分析IQC来料检验数据、供应商质量对标、生成质量报告时使用
692,rum-sdk-setup,@tencent-adm/rum-sdk-setup,395,2,2,enterprise,dev-programming,腾讯云 RUM 团队,true,腾讯科技（深圳）有限公司,,2026-04-23,2026-08-25,1.0.0,腾讯云 RUM SDK 接入专家。帮助用户将 RUM SDK（腾讯云前端监控）接入到项目中，覆盖 Web、小程序、React Native、Node.js、Hippy、Cocos、LiteApp、QuickApp、Viola 与 Weex。当用户提到：接入 RUM、集成前端监控、安装 aegis SDK、前端埋点、上报数据、接入前端性能监控、配置错误上报、页面测速接入、白屏监控、性能监控时，应使用,腾讯云 RUM SDK 接入专家。帮助用户将 RUM SDK（腾讯云前端监控）接入到项目中，覆盖 Web、小程序、React Native、Node.js、Hippy、Cocos、LiteApp、QuickApp、Viola 与 Weex。当用户提到：接入 RUM、集成前端监控、安装 aegis SDK、前端埋点、上报数据、接入前端性能监控、配置错误上报、页面测速接入、白屏监控、性能监控时，应使用
693,kunlun-fapiao,@kunlungrowth/kunlun-fapiao,394,0,0,enterprise,professional,昆仑增长,true,昆仑增长（深圳）技术有限公司,,2026-08-03,2026-08-26,1.1.0,发票企业财务自动化：发票信息提取、验真、合规分类与入账要点，减少财务手工与差错,发票企业财务自动化：发票信息提取、验真、合规分类与入账要点，减少财务手工与差错
694,php-pro,@org-02qudk26/php-pro,393,0,0,enterprise,dev-programming,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-21,2026-08-25,1.0.0,使用生成器、迭代器、SPL 数据结构与现代 OOP 特性编写地道的 PHP 代码。请主动用于高性能 PHP 应用。,使用生成器、迭代器、SPL 数据结构与现代 OOP 特性编写地道的 PHP 代码。请主动用于高性能 PHP 应用。
695,municipal,@hongnan/municipal,392,0,0,enterprise,professional,贵州虹楠网络科技有限公司,true,贵州虹楠网络科技有限公司,,2026-07-20,2026-08-26,1.0.4,总师办统筹，道路/排水/结构岩土/交通机电/造价/安全六院协作，专攻地下管线综合审查与全流程评审。,总师办统筹，道路/排水/结构岩土/交通机电/造价/安全六院协作，专攻地下管线综合审查与全流程评审。
696,aoling-amazon-listing-generator,@org-s25cw6k2/aoling-amazon-listing-generator,392,0,2,enterprise,business-ops,广州遨灵科技技术有限公司,true,广州遨灵科技技术有限公司,,2026-07-01,2026-08-26,1.0.0,"从产品图片自动生成亚马逊多语言Listing。当用户提供产品图并要求生成Amazon/亚马逊Listing、上架文案、五点描述、产品标题时触发。支持英文主站+德语+日语多语言输出，也可对接python-amazon-sp-api生成推送脚本。Use when user asks to: create Amazon listing, write product copy for Amazon, ge","从产品图片自动生成亚马逊多语言Listing。当用户提供产品图并要求生成Amazon/亚马逊Listing、上架文案、五点描述、产品标题时触发。支持英文主站+德语+日语多语言输出，也可对接python-amazon-sp-api生成推送脚本。Use when user asks to: create Amazon listing, write product copy for Amazon, ge"
697,stockansys,@venyiai/stockansys,392,0,1,enterprise,professional,杭州梵熠智能科技有限公司,true,杭州梵熠智能科技有限公司,,2026-06-23,2026-08-26,1.0.3,"以""六层产业架构树""驱动CFA估值框架，输出可追溯、可复核、产业逻辑穿透的基本面分析报告。","以""六层产业架构树""驱动CFA估值框架，输出可追溯、可复核、产业逻辑穿透的基本面分析报告。"
698,crm-uniproud-api,@org-r4wuabfo/crm-uniproud-api,392,0,2,enterprise,business-ops,傲融软件,true,上海傲融软件技术有限公司,,2026-06-08,2026-08-25,1.0.1,35CRM 全功能技能，涵盖客户管理、商机管理、项目管理、订单管理、服务管理、日程管理等所有模块的查询与新增操作。,35CRM 全功能技能，涵盖客户管理、商机管理、项目管理、订单管理、服务管理、日程管理等所有模块的查询与新增操作。
699,douyin-prohibited-word,@redfox-data/douyin-prohibited-word,391,0,0,enterprise,professional,红狐数据,false,,,2026-06-05,2026-08-25,1.0.0,检测文案、文件或网页中的抖音违禁词并加粗显示，提供违禁词替换建议和仅替换违禁词后的文案；当用户需要查询抖音平台违禁词、检查抖音笔记文案是否包含敏感词、或希望获得安全替换词和修改后文案时使用。,检测文案、文件或网页中的抖音违禁词并加粗显示，提供违禁词替换建议和仅替换违禁词后的文案；当用户需要查询抖音平台违禁词、检查抖音笔记文案是否包含敏感词、或希望获得安全替换词和修改后文案时使用。
700,ielts-prediction,@ieltsquan/ielts-prediction,389,0,0,enterprise,education,鸭圈留学考试,false,,,2026-05-26,2026-08-26,1.0.0,生成雅思考试预测题表目录；根据用户选择的考点和日期，从知识库检索高频考点，输出结构化备考建议；当用户询问雅思预测、备考方向或考点信息时使用,生成雅思考试预测题表目录；根据用户选择的考点和日期，从知识库检索高频考点，输出结构化备考建议；当用户询问雅思预测、备考方向或考点信息时使用
701,strategic-execution-sevensteps,@org-ledklnij/strategic-execution-sevensteps,388,0,5,enterprise,business-ops,朝志咨询,true,上海朝志管理咨询有限公司,,2026-07-21,2026-08-26,2.0.1,"我是你的战略翻译官，把你的战略方向变成团队行动清单。 做了20年战略咨询，我见过两种典型的失败—— 第一种：方向想清楚了，团队各跑各的。 CEO在会议室里讲得热血沸腾，散会之后，采购部继续按老供应商下单，销售部继续推老产品，研发部继续做自己感兴趣的技术。三个月后复盘，每个人都很忙，但没有一个人在打CEO说的那场仗。 第二种：方向都没想清楚，就全员冲锋。 CEO凭直觉说""我们做平台""，团队就开始铺资","我是你的战略翻译官，把你的战略方向变成团队行动清单。 做了20年战略咨询，我见过两种典型的失败—— 第一种：方向想清楚了，团队各跑各的。 CEO在会议室里讲得热血沸腾，散会之后，采购部继续按老供应商下单，销售部继续推老产品，研发部继续做自己感兴趣的技术。三个月后复盘，每个人都很忙，但没有一个人在打CEO说的那场仗。 第二种：方向都没想清楚，就全员冲锋。 CEO凭直觉说""我们做平台""，团队就开始铺资"
